logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,uniprot_id,gene,protein,description
0.6952723713279241,17.49132516684488,4.8496348227825035,8.633741088973615e-6,0.01833806607297996,3.288459455748394,9,4.866977588827693,8.036528112373925e-6,0.017069585710682216,Q16658,FSCN1,FSCN1_HUMAN,Fascin
-0.5765882721389843,18.923377792624148,-4.4978444599214615,3.063857105770628e-5,0.025086993364089614,2.1953578075763387,9,-4.515029595162957,2.863900351753089e-5,0.024397001967065644,P12429,ANXA3,ANXA3_HUMAN,Annexin A3
0.5571688181586403,18.159913494023076,4.456733886553378,3.543360644645426e-5,0.025086993364089614,2.069967637829172,6,4.462847492173945,3.445904232636391e-5,0.024397001967065644,P00492,HPRT1,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase
0.5835738620503506,15.739446107866929,4.33670941437409,5.398961506796237e-5,0.028668485601088017,1.7069714693281481,3,4.324522093324677,5.601176205651211e-5,0.02974224565200793,Q9H4G4,GLIPR2,GAPR1_HUMAN,Golgi-associated plant pathogenesis-related protein 1
-0.4494794133946982,16.544831245352338,-3.8576789058626852,2.744605313836354e-4,0.10686451587305837,0.30925904684069394,4,-3.84840444229834,2.8186705144656895e-4,0.10918158273216996,Q99447,PCYT2,PCY2_HUMAN,Ethanolamine-phosphate cytidylyltransferase
0.5427775731221551,24.146264035928052,3.799270781210546,3.324675911208441e-4,0.10686451587305837,0.1450221361819013,17,3.82102758169498,3.084225500908756e-4,0.10918158273216996,Q13557,CAMK2D,KCC2D_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit delta
0.4844866616251906,17.13126172492319,3.748669002356447,3.920620446790709e-4,0.10686451587305837,0.003919372867828841,4,3.7431493275994923,3.977230070908016e-4,0.10922950340003192,O15143,ARPC1B,ARC1B_HUMAN,Actin-related protein 2/3 complex subunit 1B
0.45041907473357057,17.037221331688663,3.740530343032323,4.025544653278887e-4,0.10686451587305837,-0.018670959040928636,4,3.732722626726824,4.114105589455063e-4,0.10922950340003192,Q07960,ARHGAP1,RHG01_HUMAN,Rho GTPase-activating protein 1
-0.36249853409489674,18.032276721632183,-3.6615716837787264,5.192955445881882e-4,0.10686451587305837,-0.23630642915355793,20,-3.695600186833101,4.6389196884358806e-4,0.10947850464708678,Q9Y4G6,TLN2,TLN2_HUMAN,Talin-2
-0.4299556151643422,17.951101605033816,-3.641683255648751,5.534414663858955e-4,0.10686451587305837,-0.2906819479932654,8,-3.6538261806473384,5.305896285610133e-4,0.11269723710635922,Q8WXH0,SYNE2,SYNE2_HUMAN,Nesprin-2
-0.31422918891258433,21.601725068589715,-3.644347045488438,5.487469061665258e-4,0.10686451587305837,-0.28340955479149965,3,-3.6063376349316902,6.175145694759422e-4,0.11923644959699102,Q14714,SSPN,SSPN_HUMAN,Sarcospan
0.38338139948922034,17.24699460491126,3.54582723263488,7.502809878893184e-4,0.13279973485640936,-0.5501868022451539,13,3.5704640965078456,6.920055216805906e-4,0.12248497733746454,P46940,IQGAP1,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1
-0.3219908403970173,17.06533816091471,-3.5100810656584773,8.39481868209746e-4,0.13715842215980772,-0.6458493604365767,5,-3.5021104243271988,8.582283043873901e-4,0.13964844946864627,Q86TP1,PRUNE1,PRUN1_HUMAN,Exopolyphosphatase PRUNE1
-0.7393890882703857,22.98543898964788,-3.4759242033011644,9.340588126793399e-4,0.14171006558077986,-0.7366827780596683,4,-3.4797207082463113,9.204700059138643e-4,0.13964844946864627,Q15746,MYLK,MYLK_HUMAN,"Myosin light chain kinase, smooth muscle"
-0.5216860526076204,19.8056092554677,-3.409194946975054,0.001148732514818065,0.15249424134209813,-0.9124839803008324,13,-3.4254391309142957,0.0010896206592053753,0.15429028534348113,Q02252,ALDH6A1,MMSA_HUMAN,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
-0.3795463866947646,15.428723347119393,-3.413694172508831,0.00113290061791173,0.15249424134209813,-0.9007001099735668,2,-3.3835272227856117,0.0012399423168088272,0.1646023425563718,P42167,TMPO,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma"
0.3247240608408255,18.535079111207697,3.2891722754537023,0.0016570287822506588,0.19552939630557775,-1.2230359319834943,8,3.3011774604562762,0.0015941633418302549,0.1964092492839219,P13796,LCP1,PLSL_HUMAN,Plastin-2
-0.45818482487041656,15.903178648180951,-3.3027345412295297,0.0015904279093930734,0.19552939630557775,-1.1883161944505858,2,-3.286912829820517,0.001664485163423067,0.1964092492839219,Q9ULP9,TBC1D24,TBC24_HUMAN,TBC1 domain family member 24
1.3177817431736152,20.330878450590976,3.238863778204031,0.0019277408370828803,0.2155011335770546,-1.3509824493609228,10,3.247854274036971,0.0018722863643939969,0.2093019072617289,Q13203,MYBPH,MYBPH_HUMAN,Myosin-binding protein H
0.37380895010624116,21.834083253682095,3.201478331259984,0.002155288239149077,0.21799201047393518,-1.4451906766786236,2,3.17654929411419,0.0023159478798130593,0.2459536648361469,P62841,RPS15,RS15_HUMAN,40S ribosomal protein S15
0.3586574986240443,22.09832394836085,3.208310585603828,0.0021119042209112615,0.21799201047393518,-1.4280299985128657,1,3.1552214314194633,0.0024667216397022095,0.24949127441559488,P46019,PHKA2,KPB2_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, liver isoform"
-0.324470098311636,17.544386211502335,-3.0603988880187574,0.0032612106195318855,0.25061382872384996,-1.793825408431954,7,-3.067806379958212,0.0031860051166914187,0.2518035510358523,Q13564,NAE1,ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit
-0.4065444847245345,20.180271537764806,-3.083679029640647,0.003048084185166304,0.25061382872384996,-1.7370574889305983,2,-3.0664909878940336,0.003198191852007451,0.2518035510358523,O43760,SYNGR2,SNG2_HUMAN,Synaptogyrin-2
0.3002976005119784,20.22855742826962,3.0614629241046987,0.0032511737319772,0.25061382872384996,-1.791237457642576,5,3.056369917168664,0.003293425956861064,0.2518035510358523,P62753,RPS6,RS6_HUMAN,40S ribosomal protein S6
-0.5929076536283411,19.655952156874005,-3.0467963774574716,0.003392093937560417,0.25061382872384996,-1.8268529529648192,8,-3.0555453316811385,0.0033013002947944385,0.2518035510358523,P00966,ASS1,ASSY_HUMAN,Argininosuccinate synthase
-0.30691235018726815,21.918008323753803,-3.107610627237629,0.0028426058779368376,0.25061382872384996,-1.6783838678602239,1,-3.0400562712083197,0.0034525141583299323,0.2518035510358523,P51668,UBE2D1,UB2D1_HUMAN,Ubiquitin-conjugating enzyme E2 D1
